Edges,RuntimeInSeconds,Graph
16890,48.1501,1
17064,8.9399,1
17064,8.903,1
17064,5.8882,1
17064,9.0872,1
17064,8.7834,1
17064,8.7401,1
17064,8.8661,1
17064,8.7574,1
17064,8.8315,1
17064,8.7003,1
17177,36.3702,1
17177,37.221,1
17177,37.0096,1
17177,37.2416,1
17177,37.2008,1
17177,35.7491,1
17177,33.5634,1
17177,35.8965,1
17177,36.8699,1
17177,35.8834,1
17929,25.5025,1
17929,25.6857,1
17929,25.2884,1
17929,26.0937,1
17929,25.6677,1
17929,25.6523,1
17929,25.3813,1
17929,24.7976,1
17929,25.3898,1
17929,25.7025,1
18140,38.5,1
18140,38.2733,1
18140,38.2671,1
18140,38.6642,1
18140,38.4087,1
18140,38.4792,1
18140,38.0364,1
18140,38.4843,1
18140,37.7781,1
18140,37.8209,1
6259,6.9252,1
6259,6.8625,1
6259,6.8731,1
6259,6.8186,1
6259,6.9507,1
6259,6.785,1
6259,6.8711,1
6259,6.9723,1
6259,6.9402,1
6259,6.9753,1
6567,11.3495,1
6567,11.4654,1
6567,11.5323,1
6567,11.3088,1
6567,8.857,1
6567,11.8176,1
6567,11.2295,1
6567,11.544,1
6567,11.516,1
6567,11.3681,1
6813,8.0186,1
6813,7.8716,1
6813,7.9752,1
6813,4.958,1
6813,7.8735,1
6813,7.8816,1
6813,4.9701,1
6813,8.0499,1
6813,8.0246,1
6813,7.9721,1
7210,9.7755,1
7210,9.8165,1
7210,9.8255,1
7210,9.8301,1
7210,9.8167,1
7210,10.0127,1
7210,9.78,1
7210,10.024,1
7210,9.9296,1
7210,9.7731,1
7366,18.4396,1
7366,18.9028,1
7366,18.6995,1
7366,17.7741,1
7366,18.4456,1
7366,18.5381,1
7366,18.7593,1
7366,18.3166,1
7366,17.9783,1
7366,18.6821,1
7561,11.9152,1
7561,11.8235,1
7561,11.5452,1
7561,11.6476,1
7561,12.1118,1
7561,12.0595,1
7561,11.9596,1
7561,11.8311,1
7561,11.842,1
7561,11.8465,1
8094,9.5016,1
8094,9.567,1
8094,9.5926,1
8094,9.2985,1
8094,9.456,1
8094,9.5725,1
8094,9.5051,1
8094,9.4428,1
8094,9.4103,1
8094,9.5959,1
8584,22.1822,1
8584,22.3885,1
8584,21.6821,1
8584,21.6213,1
8584,20.9317,1
8584,22.0419,1
8584,22.2289,1
8584,21.6016,1
8584,21.181,1
8584,21.7413,1
8730,11.7235,1
8730,11.7771,1
8730,11.8415,1
8730,11.4624,1
8730,11.8016,1
8730,11.7035,1
8730,11.5445,1
8730,11.7434,1
8730,11.5884,1
8730,11.7086,1
8895,8.4207,1
8895,8.2753,1
8895,5.2986,1
8895,8.2522,1
8895,8.307,1
8895,5.285,1
8895,8.259,1
8895,8.2357,1
8895,8.2512,1
8895,8.3773,1
9236,12.8622,1
9236,12.9661,1
9236,12.8882,1
9236,12.7769,1
9236,13.0977,1
9236,12.8494,1
9236,12.9647,1
9236,13.1134,1
9236,12.9653,1
9236,13.1031,1
9509,22.5422,1
9509,22.5522,1
9509,22.7029,1
9509,22.3637,1
9509,22.1257,1
9509,22.5708,1
9509,22.0107,1
9509,22.0959,1
9509,22.1524,1
9509,21.6646,1
9901,7.5689,1
9901,7.5632,1
9901,4.5991,1
9901,4.6036,1
9901,7.542,1
9901,4.5211,1
9901,4.5003,1
9901,7.5663,1
9901,4.5974,1
9901,4.5963,1
10042,11.4398,1
10042,11.3537,1
10042,10.9188,1
10042,8.0467,1
10042,11.0398,1
10042,8.1042,1
10042,11.2566,1
10042,8.1737,1
10042,11.401,1
10042,11.1257,1
10412,9.2572,1
10412,9.4076,1
10412,9.4225,1
10412,9.3318,1
10412,9.5615,1
10412,9.4855,1
10412,9.4439,1
10412,6.3652,1
10412,9.4906,1
10412,9.3542,1
10781,23.0067,1
10781,22.9544,1
10781,22.8216,1
10781,23.7939,1
10781,23.3997,1
10781,23.24,1
10781,22.5708,1
10781,22.9369,1
10781,23.2483,1
10781,22.9955,1
10916,24.4245,1
10916,24.0387,1
10916,24.3093,1
10916,24.4075,1
10916,24.2012,1
10916,24.2202,1
10916,24.625,1
10916,24.4785,1
10916,24.6513,1
10916,24.2871,1
11370,20.0137,1
11370,20.2419,1
11370,20.3709,1
11370,19.6318,1
11370,19.9082,1
11370,19.9,1
11370,20.0594,1
11370,19.9324,1
11370,19.4733,1
11370,19.8876,1
11686,9.8144,1
11686,9.9936,1
11686,9.9315,1
11686,9.8548,1
11686,9.8042,1
11686,10.023,1
11686,9.9405,1
11686,9.939,1
11686,9.9289,1
11686,9.8619,1
11949,10.0343,1
11949,9.8692,1
11949,9.9954,1
11949,9.7413,1
11949,9.9038,1
11949,10.0325,1
11949,10.055,1
11949,6.8522,1
11949,9.8371,1
11949,9.95,1
29117,40.9174,1
29117,33.2384,1
29117,40.0437,1
29117,39.6988,1
29117,37.9965,1
29117,36.4609,1
29117,30.3355,1
29117,31.2233,1
29117,38.1826,1
29117,40.1902,1
29268,52.3391,1
29268,51.5754,1
29268,53.8286,1
29268,54.6233,1
29268,47.2374,1
29268,61.4582,1
29268,60.7787,1
29268,56.3993,1
29268,50.0283,1
29268,59.456,1
29193,70.3497,1
29193,67.4822,1
29193,68.4426,1
29193,65.5231,1
29193,64.9544,1
29193,61.2437,1
29193,67.9384,1
29193,71.3866,1
29193,65.8993,1
29193,73.9088,1
29644,80.9307,1
29644,79.9646,1
29644,86.8027,1
29644,83.0614,1
29644,87.3021,1
29644,87.2023,1
29644,79.8417,1
29644,82.7292,1
29644,91.9401,1
29644,84.8737,1
30435,85.8076,1
30435,84.8178,1
30435,86.604,1
30435,88.4636,1
30435,85.9168,1
30435,83.9688,1
30435,83.8626,1
30435,87.565,1
30435,87.6795,1
30435,88.3806,1
24292,42.2603,1
24292,40.0361,1
24292,41.6978,1
24292,41.4848,1
24292,40.795,1
24292,42.2179,1
24292,41.5338,1
24292,44.2084,1
24292,43.6891,1
24292,43.4298,1
24560,11.5124,1
24560,11.2517,1
24560,11.4531,1
24560,11.5021,1
24560,11.5506,1
24560,11.7061,1
24560,11.5424,1
24560,11.5421,1
24560,11.6952,1
24560,11.5038,1
24943,71.9311,1
24943,70.1312,1
24943,70.6964,1
24943,67.309,1
24943,69.4,1
24943,67.0175,1
24943,70.0568,1
24943,69.9226,1
24943,70.991,1
24943,70.6438,1
25386,59.3584,1
25386,60.2223,1
25386,59.1186,1
25386,60.3085,1
25386,61.4049,1
25386,60.462,1
25386,59.6109,1
25386,58.285,1
25386,58.7857,1
25386,57.7054,1
25831,68.0545,1
25831,68.3156,1
25831,68.2898,1
25831,67.6409,1
25831,71.1134,1
25831,66.9165,1
25831,67.7972,1
25831,67.5684,1
25831,68.3619,1
25831,68.2196,1
25912,27.1864,1
25912,28.1811,1
25912,27.1907,1
25912,27.8851,1
25912,28.3067,1
25912,28.5178,1
25912,27.9893,1
25912,27.2988,1
25912,27.0218,1
25912,27.9006,1
26266,32.1594,1
26266,33.2816,1
26266,33.5831,1
26266,32.6345,1
26266,32.8394,1
26266,32.4335,1
26266,32.5209,1
26266,32.725,1
26266,32.2983,1
26266,32.8403,1
26250,28.4059,1
26250,28.5628,1
26250,29.0121,1
26250,29.4964,1
26250,28.6822,1
26250,28.6289,1
26250,28.2741,1
26250,28.9103,1
26250,29.2508,1
26250,28.9235,1
26663,15.1832,1
26663,16.1385,1
26663,15.0088,1
26663,15.8015,1
26663,16.0032,1
26663,15.6318,1
26663,15.2586,1
26663,16.2367,1
26663,15.4913,1
26663,15.3634,1
26880,10.4311,1
26880,7.3846,1
26880,10.1811,1
26880,7.2332,1
26880,10.5806,1
26880,10.371,1
26880,10.4723,1
26880,10.3298,1
26880,10.4159,1
26880,10.3613,1
277,0.2219,1
277,0.2,1
277,0.2197,1
277,0.2083,1
277,0.175,1
277,0.2394,1
277,0.185,1
277,0.1941,1
277,0.2251,1
277,0.2236,1
544,0.31,1
544,0.2801,1
544,0.2894,1
544,0.2691,1
544,0.2884,1
544,0.3194,1
544,0.2956,1
544,0.288,1
544,0.2802,1
544,0.2885,1
883,0.559,1
883,0.6624,1
883,0.4972,1
883,0.575,1
883,0.6137,1
883,0.6128,1
883,0.5599,1
883,0.5849,1
883,0.5725,1
883,0.5783,1
1181,0.5344,1
1181,0.508,1
1181,0.5175,1
1181,0.6261,1
1181,0.5765,1
1181,0.4789,1
1181,0.5156,1
1181,0.4832,1
1181,0.49,1
1181,0.5025,1
1497,0.2173,1
1497,0.2101,1
1497,0.202,1
1497,0.213,1
1497,0.2327,1
1497,0.2086,1
1497,0.2151,1
1497,0.2197,1
1497,0.2168,1
1497,0.2071,1
1726,1.1157,1
1726,1.1921,1
1726,1.2568,1
1726,1.1823,1
1726,1.2176,1
1726,1.2535,1
1726,1.1161,1
1726,1.2397,1
1726,1.0868,1
1726,1.2776,1
2008,1.4626,1
2008,1.4998,1
2008,1.556,1
2008,1.4908,1
2008,1.5335,1
2008,1.6051,1
2008,1.4823,1
2008,1.3821,1
2008,1.5705,1
2008,1.521,1
2444,0.4215,1
2444,0.4317,1
2444,0.4184,1
2444,0.4323,1
2444,0.4925,1
2444,0.4721,1
2444,0.4361,1
2444,0.4653,1
2444,0.4525,1
2444,0.4269,1
2658,0.3256,1
2658,0.3495,1
2658,0.3384,1
2658,0.3188,1
2658,0.3268,1
2658,0.3327,1
2658,0.3336,1
2658,0.3033,1
2658,0.3273,1
2658,0.3329,1
2876,6.4429,1
2876,6.4774,1
2876,6.4474,1
2876,6.4217,1
2876,6.4851,1
2876,6.551,1
2876,6.4482,1
2876,6.4297,1
2876,6.4733,1
2876,6.4982,1
3343,7.5259,1
3343,7.4638,1
3343,7.502,1
3343,7.5976,1
3343,7.5039,1
3343,7.4249,1
3343,7.4106,1
3343,7.5732,1
3343,7.65,1
3343,7.5555,1
3575,7.2861,1
3575,7.1457,1
3575,7.1838,1
3575,7.2243,1
3575,7.1961,1
3575,7.343,1
3575,7.1943,1
3575,7.2552,1
3575,7.23,1
3575,7.2415,1
3854,9.9516,1
3854,10.0901,1
3854,10.2585,1
3854,10.1148,1
3854,10.0804,1
3854,9.9943,1
3854,10.1472,1
3854,10.1208,1
3854,10.1373,1
3854,9.894,1
4119,13.5881,1
4119,13.2416,1
4119,13.6502,1
4119,13.4274,1
4119,13.5592,1
4119,14.018,1
4119,13.9013,1
4119,13.7304,1
4119,13.7431,1
4119,13.8643,1
4456,9.2348,1
4456,9.1982,1
4456,9.196,1
4456,9.1422,1
4456,9.3594,1
4456,9.3258,1
4456,9.3579,1
4456,9.2536,1
4456,9.2021,1
4456,9.2158,1
4822,10.8795,1
4822,10.6137,1
4822,10.8918,1
4822,10.989,1
4822,11.0122,1
4822,10.7933,1
4822,10.8308,1
4822,10.919,1
4822,10.7944,1
4822,10.8692,1
4997,7.7602,1
4997,7.7089,1
4997,7.7027,1
4997,7.5406,1
4997,7.6211,1
4997,7.6665,1
4997,7.6296,1
4997,7.7477,1
4997,7.6216,1
4997,7.6914,1
5322,7.2181,1
5322,4.2212,1
5322,7.227,1
5322,7.2241,1
5322,7.238,1
5322,7.1991,1
5322,7.2634,1
5322,7.2224,1
5322,7.1824,1
5322,7.2132,1
5596,7.1982,1
5596,7.2698,1
5596,7.225,1
5596,7.1727,1
5596,7.1702,1
5596,7.1533,1
5596,7.2294,1
5596,7.1615,1
5596,7.2538,1
5596,7.2699,1
6019,10.462,1
6019,10.3504,1
6019,10.5665,1
6019,10.5824,1
6019,10.5118,1
6019,10.424,1
6019,10.3518,1
6019,10.4455,1
6019,10.2652,1
6019,10.6256,1
784,0.1232,3
784,0.1111,3
784,0.1163,3
784,0.1172,3
784,0.1132,3
784,0.1163,3
784,0.1227,3
784,0.1171,3
784,0.1148,3
784,0.1212,3
1429,0.2058,3
1429,0.2437,3
1429,0.2084,3
1429,0.202,3
1429,0.2046,3
1429,0.2166,3
1429,0.2128,3
1429,0.2074,3
1429,0.2082,3
1429,0.2003,3
2034,0.3071,3
2034,0.3232,3
2034,0.2815,3
2034,0.292,3
2034,0.2891,3
2034,0.3137,3
2034,0.2805,3
2034,0.2729,3
2034,0.2818,3
2034,0.3171,3
2611,0.4444,3
2611,0.4369,3
2611,0.4227,3
2611,0.4037,3
2611,0.4886,3
2611,0.4267,3
2611,0.4238,3
2611,0.3945,3
2611,0.4417,3
2611,0.4166,3
3178,0.7058,3
3178,0.707,3
3178,0.7199,3
3178,0.7704,3
3178,0.7354,3
3178,0.7383,3
3178,0.7022,3
3178,0.7146,3
3178,0.737,3
3178,0.7245,3
3725,0.4943,3
3725,0.4936,3
3725,0.5141,3
3725,0.5247,3
3725,0.5083,3
3725,0.4812,3
3725,0.5365,3
3725,0.5482,3
3725,0.5028,3
3725,0.5216,3
4227,2.0086,3
4227,2.053,3
4227,1.9532,3
4227,2.0368,3
4227,2.137,3
4227,2.0138,3
4227,2.5694,3
4227,2.056,3
4227,2.1327,3
4227,2.1063,3
4716,3.6959,3
4716,3.7272,3
4716,4.0708,3
4716,3.4986,3
4716,3.9637,3
4716,3.3257,3
4716,3.7519,3
4716,3.6339,3
4716,4.0037,3
4716,3.479,3
5166,1.0651,3
5166,1.084,3
5166,1.0343,3
5166,1.0422,3
5166,1.1271,3
5166,1.0616,3
5166,1.0336,3
5166,1.0733,3
5166,1.0412,3
5166,1.1388,3
5705,8.731,3
5705,8.951,3
5705,8.6986,3
5705,8.8322,3
5705,8.7967,3
5705,8.8194,3
5705,8.5563,3
5705,9.0112,3
5705,8.9809,3
5705,9.1124,3
6247,12.7335,3
6247,12.0188,3
6247,12.0002,3
6247,11.9843,3
6247,11.8579,3
6247,12.0213,3
6247,12.1053,3
6247,11.7725,3
6247,11.5887,3
6247,11.4774,3
6739,12.8481,3
6739,13.0768,3
6739,12.4742,3
6739,12.7742,3
6739,12.9844,3
6739,12.7796,3
6739,12.8943,3
6739,12.9279,3
6739,13.2565,3
6739,12.7032,3
7206,8.1963,3
7206,8.0975,3
7206,8.26,3
7206,8.0394,3
7206,8.3807,3
7206,8.1873,3
7206,8.2594,3
7206,8.0475,3
7206,8.1104,3
7206,8.4921,3
7684,6.9427,3
7684,6.9823,3
7684,6.9315,3
7684,6.9281,3
7684,6.9087,3
7684,6.9265,3
7684,6.8935,3
7684,6.8612,3
7684,6.9956,3
7684,6.9261,3
8197,7.2732,3
8197,7.2126,3
8197,7.2861,3
8197,7.256,3
8197,7.3958,3
8197,7.2713,3
8197,7.2635,3
8197,7.161,3
8197,7.273,3
8197,7.2678,3
8635,11.8204,3
8635,12.399,3
8635,11.7793,3
8635,12.2834,3
8635,12.0694,3
8635,12.2136,3
8635,11.8137,3
8635,11.8311,3
8635,11.8485,3
8635,12.1246,3
9028,14.4951,3
9028,14.8196,3
9028,14.1406,3
9028,13.9313,3
9028,14.4757,3
9028,14.0638,3
9028,14.1705,3
9028,14.3161,3
9028,14.0311,3
9028,13.9718,3
9497,9.298,3
9497,9.3619,3
9497,9.3455,3
9497,9.531,3
9497,9.2245,3
9497,9.4583,3
9497,9.3218,3
9497,9.3408,3
9497,9.3481,3
9497,9.2373,3
9920,8.3657,3
9920,8.3153,3
9920,8.2619,3
9920,8.6188,3
9920,8.6167,3
9920,5.3223,3
9920,8.3352,3
9920,8.3389,3
9920,8.3582,3
9920,8.3536,3
10377,10.4839,3
10377,10.3296,3
10377,10.5851,3
10377,10.2427,3
10377,10.462,3
10377,10.4947,3
10377,10.4615,3
10377,10.5617,3
10377,10.6428,3
10377,10.4775,3
31856,47.4021,3
31856,45.696,3
31856,46.1226,3
31856,47.292,3
31856,44.888,3
31856,48.1905,3
31856,46.2175,3
31856,47.7102,3
31856,45.7785,3
31856,45.7276,3
32126,9.3022,3
32126,9.5255,3
32126,9.5455,3
32126,9.8306,3
32126,9.5901,3
32126,9.5726,3
32126,9.6228,3
32126,9.6655,3
32126,9.5527,3
32126,9.7274,3
32487,10.3626,3
32487,10.687,3
32487,10.4707,3
32487,10.5484,3
32487,10.5088,3
32487,10.5067,3
32487,10.3336,3
32487,10.4083,3
32487,7.0572,3
32487,10.5033,3
32805,18.8008,3
32805,18.6185,3
32805,18.7047,3
32805,18.9714,3
32805,18.4929,3
32805,18.8627,3
32805,18.5126,3
32805,15.6819,3
32805,18.5994,3
32805,18.5187,3
33151,10.492,3
33151,10.5411,3
33151,10.6933,3
33151,10.6757,3
33151,10.4505,3
33151,10.5013,3
33151,10.4918,3
33151,10.4743,3
33151,10.4379,3
33151,10.6812,3
33475,49.6975,3
33475,50.9933,3
33475,46.9842,3
33475,48.5846,3
33475,48.1158,3
33475,48.2455,3
33475,49.7847,3
33475,48.306,3
33475,48.2538,3
33475,51.0211,3
33795,28.5791,3
33795,28.3028,3
33795,28.8738,3
33795,29.6877,3
33795,27.7903,3
33795,29.0705,3
33795,28.9372,3
33795,28.9857,3
33795,29.0486,3
33795,28.082,3
34109,46.2556,3
34109,45.4781,3
34109,45.793,3
34109,45.6167,3
34109,45.714,3
34109,47.4288,3
34109,45.4155,3
34109,45.1774,3
34109,45.3276,3
34109,45.3535,3
34437,50.3805,3
34437,49.2775,3
34437,48.7381,3
34437,50.3925,3
34437,50.259,3
34437,51.1008,3
34437,48.3191,3
34437,49.5035,3
34437,49.8087,3
34437,49.2217,3
34774,15.2025,3
34774,15.2235,3
34774,15.8928,3
34774,15.2116,3
34774,15.4167,3
34774,15.6945,3
34774,15.2255,3
34774,15.3806,3
34774,15.1858,3
34774,15.0937,3
18362,29.6489,3
18362,28.4721,3
18362,29.6354,3
18362,28.5491,3
18362,29.4918,3
18362,29.9663,3
18362,28.7422,3
18362,29.3204,3
18362,29.0176,3
18362,29.5156,3
18738,19.0754,3
18738,20.1631,3
18738,19.5802,3
18738,19.3938,3
18738,19.3867,3
18738,19.647,3
18738,19.8219,3
18738,19.702,3
18738,20.0601,3
18738,19.5361,3
19138,12.5756,3
19138,12.2947,3
19138,12.5932,3
19138,12.6754,3
19138,12.4693,3
19138,11.6248,3
19138,11.9427,3
19138,12.376,3
19138,12.7833,3
19138,12.6088,3
19538,64.9078,3
19538,63.4908,3
19538,65.5268,3
19538,66.6852,3
19538,67.8999,3
19538,67.5699,3
19538,64.7947,3
19538,67.0969,3
19538,67.9537,3
19538,67.3217,3
19868,47.0323,3
19868,48.2288,3
19868,44.9464,3
19868,45.8976,3
19868,47.182,3
19868,47.4097,3
19868,45.67,3
19868,47.5382,3
19868,45.9994,3
19868,46.5644,3
20231,36.9642,3
20231,36.2377,3
20231,35.7878,3
20231,35.5767,3
20231,37.2318,3
20231,35.8344,3
20231,35.8343,3
20231,36.553,3
20231,35.1771,3
20231,36.1613,3
20600,42.9149,3
20600,44.4928,3
20600,42.3512,3
20600,42.7938,3
20600,42.2156,3
20600,43.5884,3
20600,42.4144,3
20600,42.7606,3
20600,41.5851,3
20600,43.1938,3
20938,66.7754,3
20938,69.6228,3
20938,69.9333,3
20938,67.0371,3
20938,70.2971,3
20938,66.9681,3
20938,72.1425,3
20938,69.3593,3
20938,72.1044,3
20938,71.7171,3
21278,21.7238,3
21278,21.5291,3
21278,21.1273,3
21278,22.3353,3
21278,21.7033,3
21278,21.9279,3
21278,22.0236,3
21278,21.5816,3
21278,22.697,3
21278,21.5391,3
21608,52.8022,3
21608,53.6284,3
21608,53.5011,3
21608,55.3003,3
21608,52.6698,3
21608,52.9829,3
21608,54.2401,3
21608,53.8561,3
21608,52.5075,3
21608,53.2196,3
21937,16.6231,3
21937,17.2014,3
21937,16.596,3
21937,16.9164,3
21937,16.987,3
21937,16.6787,3
21937,16.5342,3
21937,17.0867,3
21937,17.0825,3
21937,16.9405,3
22284,45.0452,3
22284,44.1408,3
22284,45.9932,3
22284,46.9622,3
22284,45.4808,3
22284,45.9186,3
22284,45.3839,3
22284,46.1655,3
22284,45.5653,3
22284,46.6535,3
22632,46.2726,3
22632,46.9555,3
22632,48.6575,3
22632,46.5512,3
22632,45.5468,3
22632,46.7106,3
22632,46.7324,3
22632,48.5381,3
22632,45.6022,3
22632,47.4418,3
22980,36.3605,3
22980,35.476,3
22980,35.6121,3
22980,35.8849,3
22980,35.0536,3
22980,35.215,3
22980,36.6,3
22980,36.1708,3
22980,34.7841,3
22980,35.9992,3
23350,15.9221,3
23350,16.0414,3
23350,15.3723,3
23350,15.3478,3
23350,15.6326,3
23350,15.5662,3
23350,15.4653,3
23350,15.8009,3
23350,15.8521,3
23350,14.8298,3
23673,23.4332,3
23673,23.3272,3
23673,24.1008,3
23673,23.3195,3
23673,23.9208,3
23673,24.4728,3
23673,24.2609,3
23673,23.8271,3
23673,24.3482,3
23673,23.4874,3
24036,82.8808,3
24036,81.2277,3
24036,82.2907,3
24036,83.2371,3
24036,82.6255,3
24036,81.6642,3
24036,80.8365,3
24036,85.1141,3
24036,83.1209,3
24036,83.2361,3
24358,59.7271,3
24358,59.2477,3
24358,59.6897,3
24358,61.0788,3
24358,56.9299,3
24358,59.0204,3
24358,55.5972,3
24358,59.2954,3
24358,57.2147,3
24358,59.0317,3
24694,58.6917,3
24694,57.1354,3
24694,58.4265,3
24694,59.7233,3
24694,61.1278,3
24694,57.6122,3
24694,61.71,3
24694,58.8333,3
24694,61.5026,3
24694,58.9595,3
24999,28.0744,3
24999,27.5844,3
24999,27.4107,3
24999,28.529,3
24999,27.4179,3
24999,27.9603,3
24999,27.9939,3
24999,28.2692,3
24999,28.8839,3
24999,28.7675,3
25273,15.5608,3
25273,15.4907,3
25273,15.4607,3
25273,14.9627,3
25273,15.2048,3
25273,15.4954,3
25273,15.737,3
25273,14.9333,3
25273,15.5832,3
25273,15.8034,3
25568,33.4638,3
25568,31.642,3
25568,31.8882,3
25568,33.0705,3
25568,32.6876,3
25568,32.8433,3
25568,32.6257,3
25568,32.4738,3
25568,32.7261,3
25568,31.9139,3
25903,38.8123,3
25903,37.0601,3
25903,36.114,3
25903,36.3208,3
25903,37.611,3
25903,37.364,3
25903,38.3594,3
25903,37.2491,3
25903,39.1518,3
25903,37.4906,3
26182,15.9932,3
26182,16.6432,3
26182,15.8869,3
26182,16.1561,3
26182,15.8376,3
26182,16.3705,3
26182,16.2238,3
26182,15.8955,3
26182,15.725,3
26182,16.1192,3
26522,10.5329,3
26522,10.4767,3
26522,10.402,3
26522,10.5525,3
26522,10.6174,3
26522,10.5098,3
26522,10.4805,3
26522,10.5112,3
26522,10.7059,3
26522,10.5998,3
26839,31.5514,3
26839,31.4097,3
26839,31.1074,3
26839,31.931,3
26839,31.4759,3
26839,31.3098,3
26839,31.096,3
26839,31.2117,3
26839,30.9659,3
26839,32.1287,3
27182,36.983,3
27182,35.2578,3
27182,35.9206,3
27182,35.2054,3
27182,36.1833,3
27182,35.7401,3
27182,35.6772,3
27182,36.5174,3
27182,35.0084,3
27182,35.8888,3
27494,16.6067,3
27494,16.396,3
27494,16.6047,3
27494,16.4409,3
27494,16.6095,3
27494,16.6974,3
27494,16.6744,3
27494,16.9943,3
27494,16.7352,3
27494,16.3564,3
27861,24.031,3
27861,24.6015,3
27861,24.238,3
27861,23.9397,3
27861,24.4753,3
27861,23.9704,3
27861,23.8395,3
27861,24.5343,3
27861,24.5306,3
27861,23.9108,3
28169,16.4124,3
28169,17.0604,3
28169,16.7519,3
28169,16.6318,3
28169,16.8221,3
28169,16.9862,3
28169,16.6595,3
28169,16.5932,3
28169,16.4855,3
28169,16.8175,3
28475,19.2827,3
28475,18.9833,3
28475,19.1038,3
28475,19.1775,3
28475,19.2128,3
28475,19.5549,3
28475,18.7421,3
28475,19.2441,3
28475,19.0503,3
28475,19.0394,3
28851,22.0233,3
28851,21.3981,3
28851,21.8827,3
28851,21.5272,3
28851,21.7701,3
28851,21.4039,3
28851,22.1116,3
28851,22.219,3
28851,21.2121,3
28851,21.9713,3
29177,22.5,3
29177,21.6739,3
29177,21.5774,3
29177,22.1153,3
29177,22.5192,3
29177,21.7174,3
29177,22.312,3
29177,22.2462,3
29177,22.4796,3
29177,21.8365,3
29561,23.4922,3
29561,23.3281,3
29561,22.4124,3
29561,22.8619,3
29561,22.307,3
29561,22.7865,3
29561,23.0265,3
29561,22.726,3
29561,22.4621,3
29561,22.7595,3
29862,9.211,3
29862,9.1454,3
29862,9.3159,3
29862,9.3748,3
29862,9.3624,3
29862,9.3142,3
29862,9.3875,3
29862,9.3506,3
29862,9.3019,3
29862,9.3166,3
30171,22.2347,3
30171,21.7871,3
30171,22.1363,3
30171,22.1954,3
30171,22.9339,3
30171,21.9689,3
30171,22.8821,3
30171,22.4018,3
30171,22.5729,3
30171,23.1243,3
30533,11.2106,3
30533,11.1656,3
30533,11.052,3
30533,11.249,3
30533,11.4377,3
30533,11.3197,3
30533,11.3572,3
30533,11.268,3
30533,11.1012,3
30533,11.1034,3
30874,42.0543,3
30874,40.7984,3
30874,41.1999,3
30874,39.4327,3
30874,40.3284,3
30874,39.9006,3
30874,40.233,3
30874,39.602,3
30874,39.3833,3
30874,40.8367,3
31261,17.9286,3
31261,17.9086,3
31261,17.9257,3
31261,18.2829,3
31261,17.8656,3
31261,17.8816,3
31261,18.4205,3
31261,18.2464,3
31261,18.6282,3
31261,17.913,3
31534,20.5619,3
31534,20.65,3
31534,20.7244,3
31534,20.3158,3
31534,20.877,3
31534,20.4347,3
31534,20.5913,3
31534,19.9295,3
31534,20.8978,3
31534,20.951,3
10805,19.9337,3
10805,18.5748,3
10805,20.2078,3
10805,19.3098,3
10805,19.8391,3
10805,20.0169,3
10805,20.8432,3
10805,24.2471,3
10805,21.629,3
10805,22.7003,3
11224,9.4769,3
11224,9.3287,3
11224,8.9964,3
11224,9.1886,3
11224,9.0076,3
11224,9.3836,3
11224,9.3609,3
11224,9.0689,3
11224,9.7411,3
11224,9.5005,3
11631,20.2328,3
11631,19.424,3
11631,18.3001,3
11631,18.9776,3
11631,18.8571,3
11631,18.5768,3
11631,19.1693,3
11631,19.6354,3
11631,19.1518,3
11631,18.5111,3
11945,19.1481,3
11945,19.2729,3
11945,20.1101,3
11945,19.2797,3
11945,19.2527,3
11945,19.7094,3
11945,19.2715,3
11945,19.2007,3
11945,19.9526,3
11945,19.7198,3
12386,8.3174,3
12386,8.2084,3
12386,8.2991,3
12386,8.2242,3
12386,8.289,3
12386,8.2724,3
12386,8.28,3
12386,8.3396,3
12386,8.2865,3
12386,8.3739,3
12783,10.4302,3
12783,10.5833,3
12783,10.4733,3
12783,10.5028,3
12783,10.4044,3
12783,10.4572,3
12783,10.3599,3
12783,10.4033,3
12783,10.4202,3
12783,10.5101,3
13231,8.854,3
13231,8.7703,3
13231,8.8306,3
13231,8.9208,3
13231,8.9696,3
13231,8.9432,3
13231,8.8816,3
13231,8.9094,3
13231,8.8901,3
13231,8.8607,3
13634,23.9259,3
13634,23.6318,3
13634,23.9738,3
13634,23.5358,3
13634,23.6227,3
13634,24.1389,3
13634,23.5355,3
13634,23.4259,3
13634,22.8171,3
13634,23.5392,3
14028,21.9023,3
14028,21.9303,3
14028,22.2663,3
14028,21.7356,3
14028,22.264,3
14028,21.9362,3
14028,21.9822,3
14028,21.3178,3
14028,22.3384,3
14028,21.4264,3
14451,12.9505,3
14451,13.1549,3
14451,13.0001,3
14451,12.9564,3
14451,12.7358,3
14451,13.1332,3
14451,13.0207,3
14451,12.9698,3
14451,12.8788,3
14451,13.0629,3
14906,26.6913,3
14906,26.2607,3
14906,26.8176,3
14906,26.5427,3
14906,27.3634,3
14906,26.406,3
14906,31.3739,3
14906,38.1591,3
14906,30.6889,3
14906,26.6867,3
15159,25.8579,3
15159,26.597,3
15159,25.9753,3
15159,25.1837,3
15159,26.6894,3
15159,25.4085,3
15159,25.4091,3
15159,25.7989,3
15159,25.4524,3
15159,26.2422,3
15551,13.3356,3
15551,13.2169,3
15551,13.4649,3
15551,13.1938,3
15551,13.4775,3
