Edges,RuntimeInSeconds
1596,1.8457
1596,1.6945
1596,1.9176
1596,1.7691
1596,1.6707
1596,1.8518
1596,1.8167
1596,1.5722
1596,1.9512
1796,0.7897
1796,0.8018
1796,0.8674
1796,0.8646
1796,0.9019
1796,0.9557
1796,0.8886
1796,0.8857
1796,0.8749
1796,0.8358
1996,11.2603
1996,11.8436
1996,11.1202
1996,11.6329
1996,11.53
1996,12.035
1996,11.3117
1996,11.6247
1996,11.5063
1996,11.4787
2196,10.4031
2196,9.9946
2196,10.4713
2196,10.5673
2196,10.9705
2196,10.8181
2196,10.6333
2196,11.2309
2196,11.1578
2196,10.4367
2396,10.7002
2396,11.6615
2396,10.6039
2396,11.0239
2396,10.9722
2396,11.0101
2396,10.9382
2396,10.5563
2396,11.3472
2396,10.7505
2596,8.3553
2596,8.2091
2596,8.209
2596,8.5083
2596,8.2937
2596,8.2481
2596,8.6528
2596,8.2581
2596,8.1586
2596,8.4403
2796,8.835
2796,8.9651
2796,8.5456
2796,8.7624
2796,8.8285
2796,8.4176
2796,8.7577
2796,8.7468
2796,8.7886
2796,8.3944
2996,9.4334
2996,9.2129
2996,8.974
2996,8.7757
2996,8.6239
2996,9.4542
2996,9.1674
2996,8.9528
2996,8.9269
2996,8.8373
3196,9.9422
3196,9.9268
3196,9.6156
3196,10.0318
3196,9.985
3196,10.1186
3196,9.7462
3196,9.7371
3196,9.8721
3196,9.7844
3396,30.955
3396,24.4456
3396,26.67
3396,24.9041
3396,22.4686
3396,27.154
3396,28.2158
3396,27.4752
3396,29.7754
3396,24.1859
3596,21.1992
3596,18.6104
3596,20.8526
3596,20.5856
3596,21.2363
3596,19.2698
3596,21.3419
3596,19.3493
3596,19.6607
3596,22.4798
3796,18.0733
3796,17.9234
3796,20.9133
3796,17.6358
3796,19.0685
3796,18.3049
3796,19.139
3796,19.1549
3796,19.4148
3796,18.9898
3996,8.5152
3996,8.2784
3996,8.4057
3996,8.6379
3996,8.2346
3996,7.8048
3996,8.3629
3996,8.6023
3996,8.3916
3996,8.2414
784,0.1232
784,0.1111
784,0.1163
784,0.1172
784,0.1132
784,0.1163
784,0.1227
784,0.1171
784,0.1148
784,0.1212
1429,0.2058
1429,0.2437
1429,0.2084
1429,0.202
1429,0.2046
1429,0.2166
1429,0.2128
1429,0.2074
1429,0.2082
1429,0.2003
2034,0.3071
2034,0.3232
2034,0.2815
2034,0.292
2034,0.2891
2034,0.3137
2034,0.2805
2034,0.2729
2034,0.2818
2034,0.3171
2611,0.4444
2611,0.4369
2611,0.4227
2611,0.4037
2611,0.4886
2611,0.4267
2611,0.4238
2611,0.3945
2611,0.4417
2611,0.4166
3178,0.7058
3178,0.707
3178,0.7199
3178,0.7704
3178,0.7354
3178,0.7383
3178,0.7022
3178,0.7146
3178,0.737
3178,0.7245
3725,0.4943
3725,0.4936
3725,0.5141
3725,0.5247
3725,0.5083
3725,0.4812
3725,0.5365
3725,0.5482
3725,0.5028
3725,0.5216
4227,2.0086
4227,2.053
4227,1.9532
4227,2.0368
4227,2.137
4227,2.0138
4227,2.5694
4227,2.056
4227,2.1327
4227,2.1063
4716,3.6959
4716,3.7272
4716,4.0708
4716,3.4986
4716,3.9637
4716,3.3257
4716,3.7519
4716,3.6339
4716,4.0037
4716,3.479
5166,1.0651
5166,1.084
5166,1.0343
5166,1.0422
5166,1.1271
5166,1.0616
5166,1.0336
5166,1.0733
5166,1.0412
5166,1.1388
5705,8.731
5705,8.951
5705,8.6986
5705,8.8322
5705,8.7967
5705,8.8194
5705,8.5563
5705,9.0112
5705,8.9809
5705,9.1124
6247,12.7335
6247,12.0188
6247,12.0002
6247,11.9843
6247,11.8579
6247,12.0213
6247,12.1053
6247,11.7725
6247,11.5887
6247,11.4774
6739,12.8481
6739,13.0768
6739,12.4742
6739,12.7742
6739,12.9844
6739,12.7796
6739,12.8943
6739,12.9279
6739,13.2565
6739,12.7032
7206,8.1963
7206,8.0975
7206,8.26
7206,8.0394
7206,8.3807
7206,8.1873
7206,8.2594
7206,8.0475
7206,8.1104
7206,8.4921
7684,6.9427
7684,6.9823
7684,6.9315
7684,6.9281
7684,6.9087
7684,6.9265
7684,6.8935
7684,6.8612
7684,6.9956
7684,6.9261
8197,7.2732
8197,7.2126
8197,7.2861
8197,7.256
8197,7.3958
8197,7.2713
8197,7.2635
8197,7.161
8197,7.273
8197,7.2678
8635,11.8204
8635,12.399
8635,11.7793
8635,12.2834
8635,12.0694
8635,12.2136
8635,11.8137
8635,11.8311
8635,11.8485
8635,12.1246
9028,14.4951
9028,14.8196
9028,14.1406
9028,13.9313
9028,14.4757
9028,14.0638
9028,14.1705
9028,14.3161
9028,14.0311
9028,13.9718
9497,9.298
9497,9.3619
9497,9.3455
9497,9.531
9497,9.2245
9497,9.4583
9497,9.3218
9497,9.3408
9497,9.3481
9497,9.2373
9920,8.3657
9920,8.3153
9920,8.2619
9920,8.6188
9920,8.6167
9920,5.3223
9920,8.3352
9920,8.3389
9920,8.3582
9920,8.3536
10377,10.4839
10377,10.3296
10377,10.5851
10377,10.2427
10377,10.462
10377,10.4947
10377,10.4615
10377,10.5617
10377,10.6428
10377,10.4775
31856,47.4021
31856,45.696
31856,46.1226
31856,47.292
31856,44.888
31856,48.1905
31856,46.2175
31856,47.7102
31856,45.7785
31856,45.7276
32126,9.3022
32126,9.5255
32126,9.5455
32126,9.8306
32126,9.5901
32126,9.5726
32126,9.6228
32126,9.6655
32126,9.5527
32126,9.7274
32487,10.3626
32487,10.687
32487,10.4707
32487,10.5484
32487,10.5088
32487,10.5067
32487,10.3336
32487,10.4083
32487,7.0572
32487,10.5033
32805,18.8008
32805,18.6185
32805,18.7047
32805,18.9714
32805,18.4929
32805,18.8627
32805,18.5126
32805,15.6819
32805,18.5994
32805,18.5187
33151,10.492
33151,10.5411
33151,10.6933
33151,10.6757
33151,10.4505
33151,10.5013
33151,10.4918
33151,10.4743
33151,10.4379
33151,10.6812
33475,49.6975
33475,50.9933
33475,46.9842
33475,48.5846
33475,48.1158
33475,48.2455
33475,49.7847
33475,48.306
33475,48.2538
33475,51.0211
33795,28.5791
33795,28.3028
33795,28.8738
33795,29.6877
33795,27.7903
33795,29.0705
33795,28.9372
33795,28.9857
33795,29.0486
33795,28.082
34109,46.2556
34109,45.4781
34109,45.793
34109,45.6167
34109,45.714
34109,47.4288
34109,45.4155
34109,45.1774
34109,45.3276
34109,45.3535
34437,50.3805
34437,49.2775
34437,48.7381
34437,50.3925
34437,50.259
34437,51.1008
34437,48.3191
34437,49.5035
34437,49.8087
34437,49.2217
34774,15.2025
34774,15.2235
34774,15.8928
34774,15.2116
34774,15.4167
34774,15.6945
34774,15.2255
34774,15.3806
34774,15.1858
34774,15.0937
18362,29.6489
18362,28.4721
18362,29.6354
18362,28.5491
18362,29.4918
18362,29.9663
18362,28.7422
18362,29.3204
18362,29.0176
18362,29.5156
18738,19.0754
18738,20.1631
18738,19.5802
18738,19.3938
18738,19.3867
18738,19.647
18738,19.8219
18738,19.702
18738,20.0601
18738,19.5361
19138,12.5756
19138,12.2947
19138,12.5932
19138,12.6754
19138,12.4693
19138,11.6248
19138,11.9427
19138,12.376
19138,12.7833
19138,12.6088
19538,64.9078
19538,63.4908
19538,65.5268
19538,66.6852
19538,67.8999
19538,67.5699
19538,64.7947
19538,67.0969
19538,67.9537
19538,67.3217
19868,47.0323
19868,48.2288
19868,44.9464
19868,45.8976
19868,47.182
19868,47.4097
19868,45.67
19868,47.5382
19868,45.9994
19868,46.5644
20231,36.9642
20231,36.2377
20231,35.7878
20231,35.5767
20231,37.2318
20231,35.8344
20231,35.8343
20231,36.553
20231,35.1771
20231,36.1613
20600,42.9149
20600,44.4928
20600,42.3512
20600,42.7938
20600,42.2156
20600,43.5884
20600,42.4144
20600,42.7606
20600,41.5851
20600,43.1938
20938,66.7754
20938,69.6228
20938,69.9333
20938,67.0371
20938,70.2971
20938,66.9681
20938,72.1425
20938,69.3593
20938,72.1044
20938,71.7171
21278,21.7238
21278,21.5291
21278,21.1273
21278,22.3353
21278,21.7033
21278,21.9279
21278,22.0236
21278,21.5816
21278,22.697
21278,21.5391
21608,52.8022
21608,53.6284
21608,53.5011
21608,55.3003
21608,52.6698
21608,52.9829
21608,54.2401
21608,53.8561
21608,52.5075
21608,53.2196
21937,16.6231
21937,17.2014
21937,16.596
21937,16.9164
21937,16.987
21937,16.6787
21937,16.5342
21937,17.0867
21937,17.0825
21937,16.9405
22284,45.0452
22284,44.1408
22284,45.9932
22284,46.9622
22284,45.4808
22284,45.9186
22284,45.3839
22284,46.1655
22284,45.5653
22284,46.6535
22632,46.2726
22632,46.9555
22632,48.6575
22632,46.5512
22632,45.5468
22632,46.7106
22632,46.7324
22632,48.5381
22632,45.6022
22632,47.4418
22980,36.3605
22980,35.476
22980,35.6121
22980,35.8849
22980,35.0536
22980,35.215
22980,36.6
22980,36.1708
22980,34.7841
22980,35.9992
23350,15.9221
23350,16.0414
23350,15.3723
23350,15.3478
23350,15.6326
23350,15.5662
23350,15.4653
23350,15.8009
23350,15.8521
23350,14.8298
23673,23.4332
23673,23.3272
23673,24.1008
23673,23.3195
23673,23.9208
23673,24.4728
23673,24.2609
23673,23.8271
23673,24.3482
23673,23.4874
24036,82.8808
24036,81.2277
24036,82.2907
24036,83.2371
24036,82.6255
24036,81.6642
24036,80.8365
24036,85.1141
24036,83.1209
24036,83.2361
24358,59.7271
24358,59.2477
24358,59.6897
24358,61.0788
24358,56.9299
24358,59.0204
24358,55.5972
24358,59.2954
24358,57.2147
24358,59.0317
24694,58.6917
24694,57.1354
24694,58.4265
24694,59.7233
24694,61.1278
24694,57.6122
24694,61.71
24694,58.8333
24694,61.5026
24694,58.9595
24999,28.0744
24999,27.5844
24999,27.4107
24999,28.529
24999,27.4179
24999,27.9603
24999,27.9939
24999,28.2692
24999,28.8839
24999,28.7675
25273,15.5608
25273,15.4907
25273,15.4607
25273,14.9627
25273,15.2048
25273,15.4954
25273,15.737
25273,14.9333
25273,15.5832
25273,15.8034
25568,33.4638
25568,31.642
25568,31.8882
25568,33.0705
25568,32.6876
25568,32.8433
25568,32.6257
25568,32.4738
25568,32.7261
25568,31.9139
25903,38.8123
25903,37.0601
25903,36.114
25903,36.3208
25903,37.611
25903,37.364
25903,38.3594
25903,37.2491
25903,39.1518
25903,37.4906
26182,15.9932
26182,16.6432
26182,15.8869
26182,16.1561
26182,15.8376
26182,16.3705
26182,16.2238
26182,15.8955
26182,15.725
26182,16.1192
26522,10.5329
26522,10.4767
26522,10.402
26522,10.5525
26522,10.6174
26522,10.5098
26522,10.4805
26522,10.5112
26522,10.7059
26522,10.5998
26839,31.5514
26839,31.4097
26839,31.1074
26839,31.931
26839,31.4759
26839,31.3098
26839,31.096
26839,31.2117
26839,30.9659
26839,32.1287
27182,36.983
27182,35.2578
27182,35.9206
27182,35.2054
27182,36.1833
27182,35.7401
27182,35.6772
27182,36.5174
27182,35.0084
27182,35.8888
27494,16.6067
27494,16.396
27494,16.6047
27494,16.4409
27494,16.6095
27494,16.6974
27494,16.6744
27494,16.9943
27494,16.7352
27494,16.3564
27861,24.031
27861,24.6015
27861,24.238
27861,23.9397
27861,24.4753
27861,23.9704
27861,23.8395
27861,24.5343
27861,24.5306
27861,23.9108
28169,16.4124
28169,17.0604
28169,16.7519
28169,16.6318
28169,16.8221
28169,16.9862
28169,16.6595
28169,16.5932
28169,16.4855
28169,16.8175
28475,19.2827
28475,18.9833
28475,19.1038
28475,19.1775
28475,19.2128
28475,19.5549
28475,18.7421
28475,19.2441
28475,19.0503
28475,19.0394
28851,22.0233
28851,21.3981
28851,21.8827
28851,21.5272
28851,21.7701
28851,21.4039
28851,22.1116
28851,22.219
28851,21.2121
28851,21.9713
29177,22.5
29177,21.6739
29177,21.5774
29177,22.1153
29177,22.5192
29177,21.7174
29177,22.312
29177,22.2462
29177,22.4796
29177,21.8365
29561,23.4922
29561,23.3281
29561,22.4124
29561,22.8619
29561,22.307
29561,22.7865
29561,23.0265
29561,22.726
29561,22.4621
29561,22.7595
29862,9.211
29862,9.1454
29862,9.3159
29862,9.3748
29862,9.3624
29862,9.3142
29862,9.3875
29862,9.3506
29862,9.3019
29862,9.3166
30171,22.2347
30171,21.7871
30171,22.1363
30171,22.1954
30171,22.9339
30171,21.9689
30171,22.8821
30171,22.4018
30171,22.5729
30171,23.1243
30533,11.2106
30533,11.1656
30533,11.052
30533,11.249
30533,11.4377
30533,11.3197
30533,11.3572
30533,11.268
30533,11.1012
30533,11.1034
30874,42.0543
30874,40.7984
30874,41.1999
30874,39.4327
30874,40.3284
30874,39.9006
30874,40.233
30874,39.602
30874,39.3833
30874,40.8367
31261,17.9286
31261,17.9086
31261,17.9257
31261,18.2829
31261,17.8656
31261,17.8816
31261,18.4205
31261,18.2464
31261,18.6282
31261,17.913
31534,20.5619
31534,20.65
31534,20.7244
31534,20.3158
31534,20.877
31534,20.4347
31534,20.5913
31534,19.9295
31534,20.8978
31534,20.951
10805,19.9337
10805,18.5748
10805,20.2078
10805,19.3098
10805,19.8391
10805,20.0169
10805,20.8432
10805,24.2471
10805,21.629
10805,22.7003
11224,9.4769
11224,9.3287
11224,8.9964
11224,9.1886
11224,9.0076
11224,9.3836
11224,9.3609
11224,9.0689
11224,9.7411
11224,9.5005
11631,20.2328
11631,19.424
11631,18.3001
11631,18.9776
11631,18.8571
11631,18.5768
11631,19.1693
11631,19.6354
11631,19.1518
11631,18.5111
11945,19.1481
11945,19.2729
11945,20.1101
11945,19.2797
11945,19.2527
11945,19.7094
11945,19.2715
11945,19.2007
11945,19.9526
11945,19.7198
12386,8.3174
12386,8.2084
12386,8.2991
12386,8.2242
12386,8.289
12386,8.2724
12386,8.28
12386,8.3396
12386,8.2865
12386,8.3739
12783,10.4302
12783,10.5833
12783,10.4733
12783,10.5028
12783,10.4044
12783,10.4572
12783,10.3599
12783,10.4033
12783,10.4202
12783,10.5101
13231,8.854
13231,8.7703
13231,8.8306
13231,8.9208
13231,8.9696
13231,8.9432
13231,8.8816
13231,8.9094
13231,8.8901
13231,8.8607
13634,23.9259
13634,23.6318
13634,23.9738
13634,23.5358
13634,23.6227
13634,24.1389
13634,23.5355
13634,23.4259
13634,22.8171
13634,23.5392
14028,21.9023
14028,21.9303
14028,22.2663
14028,21.7356
14028,22.264
14028,21.9362
14028,21.9822
14028,21.3178
14028,22.3384
14028,21.4264
14451,12.9505
14451,13.1549
14451,13.0001
14451,12.9564
14451,12.7358
14451,13.1332
14451,13.0207
14451,12.9698
14451,12.8788
14451,13.0629
14906,26.6913
14906,26.2607
14906,26.8176
14906,26.5427
14906,27.3634
14906,26.406
14906,31.3739
14906,38.1591
14906,30.6889
14906,26.6867
15159,25.8579
15159,26.597
15159,25.9753
15159,25.1837
15159,26.6894
15159,25.4085
15159,25.4091
15159,25.7989
15159,25.4524
15159,26.2422
15551,13.3356
15551,13.2169
15551,13.4649
15551,13.1938
15551,13.4775
15551,13.5487
15551,13.5418
15551,13.1599
15551,13.1026
15551,13.6399
15902,19.8921
15902,20.5535
15902,18.4813
15902,19.2113
15902,18.5133
15902,18.6201
15902,18.9147
15902,18.4538
15902,19.1556
15902,18.436
16219,15.571
16219,15.411
16219,15.0172
16219,15.1914
16219,17.0513
16219,17.537
16219,15.9717
16219,15.3108
16219,15.7669
16219,15.3206
16595,9.5116
16595,9.6012
16595,9.5901
16595,9.6235
16595,9.6528
16595,9.576
16595,9.6492
16595,9.6329
16595,9.5605
16595,9.6582
16930,10.5241
16930,10.6411
16930,10.5752
16930,10.4928
16930,10.7236
16930,10.5136
16930,10.5841
16930,10.645
16930,10.5319
16930,10.612
17318,11.9314
17318,11.803
17318,11.6594
17318,11.7446
17318,11.5699
17318,11.6478
17318,11.6146
17318,11.6874
17318,11.6736
17318,11.7545
17734,18.1301
17734,17.6676
17734,18.0907
17734,17.5344
17734,17.8843
17734,18.1378
17734,18.0345
17734,18.3531
17734,17.7997
17734,17.7199
18033,31.3281
18033,31.1054
18033,30.7415
18033,29.7605
18033,31.6911
18033,31.9657
18033,31.9699
18033,31.1948
18033,33.9519
18033,30.8524
35095,11.8611
35095,11.6927
35095,11.7171
35095,11.854
35095,11.7834
35095,11.5215
35095,11.6072
35095,11.9776
35095,11.4776
35095,11.4311
35381,37.6314
35381,38.775
35381,37.2266
35381,38.3906
35381,38.616
35381,39.1085
35381,37.3504
35381,37.1828
35381,37.2911
35381,38.1589
35644,33.636
35644,33.923
35644,34.8253
35644,31.8659
35644,34.2058
35644,33.7145
35644,34.574
35644,34.3928
35644,33.2196
35644,33.6879
35957,45.3624
35957,45.1708
35957,44.5774
35957,44.7965
35957,45.9338
35957,45.2865
35957,45.0717
35957,44.7718
35957,44.8782
35957,45.4252
36294,12.4019
36294,12.6125
36294,12.4265
36294,12.1572
36294,12.1208
36294,12.4923
36294,12.3061
36294,12.1969
36294,12.2722
36294,12.0219
36607,51.27
36607,53.5839
36607,50.8888
36607,51.1052
36607,52.3419
36607,51.5268
36607,51.1624
36607,51.2826
36607,51.0372
36607,51.8184
36918,53.2545
36918,52.876
36918,52.773
36918,53.2389
36918,52.6183
36918,53.6102
36918,53.6422
36918,52.4272
36918,52.9237
36918,53.5454
37277,35.6849
37277,35.3024
37277,35.7228
37277,36.2648
37277,35.6187
37277,36.4921
37277,34.5878
37277,35.4879
37277,34.802
37277,34.8027
37627,9.9442
37627,6.859
37627,10.1964
37627,10.2494
37627,9.9197
37627,10.1955
37627,9.9556
37627,9.9674
37627,10.1572
37627,9.8247
37958,12.2172
37958,15.0252
37958,12.189
37958,12.4913
37958,12.5272
37958,12.5116
37958,9.4646
37958,9.2188
37958,15.3594
37958,15.3839
